"tv","Name","CAS","SMILES","MW","log10prediction","log10lower95","log10upper95","prediction","lower95","upper95","appl.domain","Source","Warnings"
"IUR","2,2-Difluoropropane","420-45-1","CC(C)(F)F",80.043756519,3.07714516666666,0.692531008333334,4.94126086666666,0.0149216793902598,6.15465262739428e-05,1.09127298566913,1.90264080453487,"CTV",""
"RfD","3,5-Dinitroaniline","618-87-1","NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O",183.028005653,7.83846475287862,6.22807649338467,9.34334214996634,0.00265492828628711,8.3018598514169e-05,0.108253277521362,5.28318651982911,"CTV",""
"RfDNOAEL","3,5-Dinitroaniline","618-87-1","NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O",183.028005653,4.92823242664036,3.32444573864736,6.3709780315446,2.15916146587069,0.0779003691960974,86.7105236262604,4.03061675188521,"CTV",""
"RfDBMDL","3,5-Dinitroaniline","618-87-1","NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O",183.028005653,4.92698830545244,3.14622045428105,6.64424973387249,2.16535567273315,0.0415210008620402,130.706472233321,5.76916991239879,"CTV",""
"RfDBMD","3,5-Dinitroaniline","618-87-1","NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O",183.028005653,4.55042412784376,2.55214289139096,6.48833661670799,5.15339485628226,0.0594539797373647,513.304008886642,5.76916991239879,"CTV",""
"OSF","3,5-Dinitroaniline","618-87-1","NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O",183.028005653,4.94050613590081,2.95166608478834,6.77423210788508,0.476418468195439,0.00488819516693869,32.4873704290731,4.73047342920942,"CTV",""
"CPV","3,5-Dinitroaniline","618-87-1","NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O",183.028005653,5.39402683333333,3.41621833333333,7.4447861,1.35365903354768,0.014246257366321,152.148807388527,3.84663843605473,"CTV",""
"RfC","3,5-Dinitroaniline","618-87-1","NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O",183.028005653,8.67220366666664,6.27847598333331,10.6910585166666,0.000389326424066967,3.72785516556658e-06,0.0963921271302047,5.82276710214012,"CTV",""
"IUR","3,5-Dinitroaniline","618-87-1","NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O",183.028005653,4.50991150000001,2.12529734166668,6.37402720000001,0.176764053660962,0.000729087737941516,12.9273543247077,9.86023855837276,"CTV",""
"RfD","n-Heptanal","111-71-7","CCCCCCC=O",114.104465071,6.51309619348924,4.90270793399529,8.01797359057696,0.0350111556185716,0.0010947855303015,1.42756110027409,-0.195019504913747,"CTV",""
"RfDNOAEL","n-Heptanal","111-71-7","CCCCCCC=O",114.104465071,3.26771457503634,1.66392788704334,4.71046017994058,61.6010428271752,2.22250352970543,2473.8579137777,-0.0866589209990551,"CTV",""
"RfDBMDL","n-Heptanal","111-71-7","CCCCCCC=O",114.104465071,3.36134031887846,1.58057246770707,5.07860174729851,49.654923877061,0.952140178662496,2997.29970956348,-0.245541203812147,"CTV",""
"RfDBMD","n-Heptanal","111-71-7","CCCCCCC=O",114.104465071,2.97125813048874,0.972976894035939,4.90917061935297,121.911453391525,1.40647500954765,12142.9930172693,-0.245541203812147,"CTV",""
"OSF","n-Heptanal","111-71-7","CCCCCCC=O",114.104465071,4.30963422764497,2.3207941765325,6.14336019962924,0.178785209744384,0.00183438942134818,12.1915117149125,0.115154506373949,"CTV",""
"CPV","n-Heptanal","111-71-7","CCCCCCC=O",114.104465071,4.50596383333333,2.52815533333333,6.5567231,0.280970803876121,0.00295700932453484,31.5806060915573,0.244020423419186,"CTV",""
"RfC","n-Heptanal","111-71-7","CCCCCCC=O",114.104465071,6.29009350000001,3.89636581666668,8.30894835000002,0.0585071764100558,0.000560214427586418,14.4856111425341,-0.141832309388531,"CTV",""
"IUR","n-Heptanal","111-71-7","CCCCCCC=O",114.104465071,3.99515633333333,1.610542175,5.85927203333333,0.0866669861120951,0.000357469946801922,6.33825042208229,0.361936288641186,"CTV",""
"RfD","delta-Hexachlorocyclohexane","319-86-8","ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl",287.8600664,8.70328126796438,7.09289300847043,10.2081586650521,0.000570033203393446,1.78247216305972e-05,0.0232427982639184,-0.274197990091793,"CTV",""
"RfDNOAEL","delta-Hexachlorocyclohexane","319-86-8","ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl",287.8600664,5.92874048457279,4.32495379657979,7.37148608947703,0.339188357343359,0.0122375740220106,13.6215843687789,-0.22187324312601,"CTV",""
"RfDBMDL","delta-Hexachlorocyclohexane","319-86-8","ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl",287.8600664,5.7361138481007,3.95534599692931,7.45337527652075,0.528527480496201,0.0101345890883576,31.9032865242074,0.512220192135853,"CTV",""
"RfDBMD","delta-Hexachlorocyclohexane","319-86-8","ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl",287.8600664,5.4515462963844,3.4532650599316,7.38945878524863,1.01773597169708,0.0117414744118632,101.371614019332,0.512220192135853,"CTV",""
"OSF","delta-Hexachlorocyclohexane","319-86-8","ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl",287.8600664,5.66937833333334,3.68053828222087,7.50310430531761,1.62254560391797,0.016647800429004,110.642730270741,-0.297062254449213,"CTV",""
"CPV","delta-Hexachlorocyclohexane","319-86-8","ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl",287.8600664,5.605093,3.6272845,7.65585226666667,1.39930239921584,0.0147266199378834,157.279038472944,-0.298708372211879,"CTV",""
"RfC","delta-Hexachlorocyclohexane","319-86-8","ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl",287.8600664,8.76589099999998,6.37216331666665,10.78474585,0.000493503709241085,4.72536729591263e-06,0.122185059476497,1.21412132102871,"CTV",""
"IUR","delta-Hexachlorocyclohexane","319-86-8","ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl",287.8600664,5.40285450000001,3.01824034166668,7.26697020000001,0.878361069347601,0.00362292147007921,64.2375219017352,-0.286785814231643,"CTV",""
"RfD","4-Methyl-2-Pentanol","108-11-2","CC(C)CC(C)O",102.104465071,6.17978824578855,4.5693999862946,7.68466564287627,0.0674926512713186,0.00211046955486182,2.75197667163522,-0.285691982146569,"CTV",""
"RfDNOAEL","4-Methyl-2-Pentanol","108-11-2","CC(C)CC(C)O",102.104465071,3.04136738934645,1.43758070135345,4.48411299425069,92.8276476329799,3.34912795384588,3727.8981032592,-0.232544335157121,"CTV",""
"RfDBMDL","4-Methyl-2-Pentanol","108-11-2","CC(C)CC(C)O",102.104465071,2.88450589552193,1.10373804435054,4.60176732394198,133.210616694721,2.55433238994545,8040.93756579716,-0.262981416745947,"CTV",""
"RfDBMD","4-Methyl-2-Pentanol","108-11-2","CC(C)CC(C)O",102.104465071,2.68391625239847,0.685635015945674,4.6218287412627,211.411438840926,2.43902354692906,21057.6410517527,-0.262981416745947,"CTV",""
"OSF","4-Methyl-2-Pentanol","108-11-2","CC(C)CC(C)O",102.104465071,3.6831598861959,1.69431983508343,5.51688585818017,0.0472188223887541,0.000484479160229695,3.21989065616738,-0.0439545499670989,"CTV",""
"CPV","4-Methyl-2-Pentanol","108-11-2","CC(C)CC(C)O",102.104465071,4.21233183333333,2.23452333333333,6.2630911,0.159693448347863,0.00168065510479143,17.9492524422568,0.0140546677136339,"CTV",""
"RfC","4-Methyl-2-Pentanol","108-11-2","CC(C)CC(C)O",102.104465071,5.05536533333334,2.66163765000001,7.07422018333335,0.898833811718011,0.00860645992891186,222.539487926323,-0.213198798187354,"CTV",""
"IUR","4-Methyl-2-Pentanol","108-11-2","CC(C)CC(C)O",102.104465071,3.64457783333334,1.25996367500001,5.50869353333334,0.043204909418699,0.000178204612440409,3.15972145385218,0.197378535106373,"CTV",""
"RfD","Pentamethylphosphoramide (PMPA)","10159-46-3","CNP(=O)(N(C)C)N(C)C",165.103099145,7.22762978489082,5.61724152539687,8.73250718197854,0.00977519524578435,0.000305666640300214,0.39857834549922,0.664424038799264,"CTV",""
"RfDNOAEL","Pentamethylphosphoramide (PMPA)","10159-46-3","CNP(=O)(N(C)C)N(C)C",165.103099145,4.2389799589354,2.6351932709424,5.68172556383964,9.52303250105818,0.343581413166669,382.438806790981,0.312430621399914,"CTV",""
"RfDBMDL","Pentamethylphosphoramide (PMPA)","10159-46-3","CNP(=O)(N(C)C)N(C)C",165.103099145,4.14838951521454,2.36762166404315,5.86565094363459,11.7318286233805,0.224959470870593,708.163537065683,1.65449294405222,"CTV",""
"RfDBMD","Pentamethylphosphoramide (PMPA)","10159-46-3","CNP(=O)(N(C)C)N(C)C",165.103099145,3.72660984904774,1.72832861259494,5.66452233791197,30.9845630779026,0.357464474735336,3086.21809215725,1.65449294405222,"CTV",""
"OSF","Pentamethylphosphoramide (PMPA)","10159-46-3","CNP(=O)(N(C)C)N(C)C",165.103099145,5.02160750581009,3.03276745469762,6.85533347779436,0.636578959970973,0.00653148944307604,43.4088471806415,0.995973429767302,"CTV",""
"CPV","Pentamethylphosphoramide (PMPA)","10159-46-3","CNP(=O)(N(C)C)N(C)C",165.103099145,5.7658175,3.788009,7.81657676666667,3.53233817209345,0.0371752394490636,397.028370407618,1.437806075497,"CTV",""
"RfC","Pentamethylphosphoramide (PMPA)","10159-46-3","CNP(=O)(N(C)C)N(C)C",165.103099145,8.10443383333333,5.71070615,10.1232886833333,0.00129813958139614,1.24298687296439e-05,0.321402370421084,2.78740694826042,"CTV",""
"IUR","Pentamethylphosphoramide (PMPA)","10159-46-3","CNP(=O)(N(C)C)N(C)C",165.103099145,4.93557216666666,2.55095800833333,6.79968786666667,0.522176040983683,0.00215378715662555,38.1885036118061,4.11646556683411,"CTV",""
"RfD","Perylene","198-55-0","C1=CC2=C3C(=C1)C1=CC=CC4=C1C(=CC=C4)C3=CC=C2",252.0939003864,8.22682844178465,6.6164401822907,9.73170583887237,0.00149531915247894,4.67580616061777e-05,0.0609708367764196,19.654833134166,"CTV",""
"RfDNOAEL","Perylene","198-55-0","C1=CC2=C3C(=C1)C1=CC=CC4=C1C(=CC=C4)C3=CC=C2",252.0939003864,5.32605140568354,3.72226471769054,6.76879701058778,1.18990128086,0.042930438761107,47.7856634428785,8.44148295254951,"CTV",""
"RfDBMDL","Perylene","198-55-0","C1=CC2=C3C(=C1)C1=CC=CC4=C1C(=CC=C4)C3=CC=C2",252.0939003864,4.945995056139,3.16522720496761,6.66325648455905,2.85474474093063,0.0547401336148496,172.319780492546,9.84686820619587,"CTV",""
"RfDBMD","Perylene","198-55-0","C1=CC2=C3C(=C1)C1=CC=CC4=C1C(=CC=C4)C3=CC=C2",252.0939003864,4.47423171405733,2.47595047760453,6.41214420292156,8.45922591716788,0.0975928800914576,842.581384980959,9.84686820619587,"CTV",""
"OSF","Perylene","198-55-0","C1=CC2=C3C(=C1)C1=CC=CC4=C1C(=CC=C4)C3=CC=C2",252.0939003864,6.80232099999999,4.81348094888753,8.63604697198426,25.1627824185834,0.258177630836073,1715.87100003717,15.6875897097585,"CTV",""
"CPV","Perylene","198-55-0","C1=CC2=C3C(=C1)C1=CC=CC4=C1C(=CC=C4)C3=CC=C2",252.0939003864,7.00496649999999,5.02715799999999,9.05572576666666,40.123994508337,0.422275283630709,4509.86382893461,12.8803374154342,"CTV",""
"RfC","Perylene","198-55-0","C1=CC2=C3C(=C1)C1=CC=CC4=C1C(=CC=C4)C3=CC=C2",252.0939003864,9.70819483333327,7.31446714999994,11.7270496833333,4.93591309222237e-05,4.72620607802978e-07,0.012220674808533,11.1204587534413,"CTV",""
"IUR","Perylene","198-55-0","C1=CC2=C3C(=C1)C1=CC=CC4=C1C(=CC=C4)C3=CC=C2",252.0939003864,5.68391316666666,3.29929900833333,7.54802886666666,1.91580291164245,0.00790199354598554,140.109159878234,13.4687446610769,"CTV",""
"RfD","1-Phenyl-1-(2,4-dimethylphenyl)-ethane (PXE)","6165-52-2","CC(C1=CC=CC=C1)C1=CC=C(C)C=C1C",210.1408505796,7.71380668570147,6.10341842620752,9.21868408278918,0.0040616621897143,0.000127006633049073,0.165612098259748,10.6856999510166,"CTV",""
"RfDNOAEL","1-Phenyl-1-(2,4-dimethylphenyl)-ethane (PXE)","6165-52-2","CC(C1=CC=CC=C1)C1=CC=C(C)C=C1C",210.1408505796,5.22078025318349,3.61699356519049,6.66352585808773,1.26395098481579,0.0456020774357492,50.75945151101,4.56318810446442,"CTV",""
"RfDBMDL","1-Phenyl-1-(2,4-dimethylphenyl)-ethane (PXE)","6165-52-2","CC(C1=CC=CC=C1)C1=CC=C(C)C=C1C",210.1408505796,4.00383404758475,2.22306619641336,5.7210954760048,20.8293845628212,0.399406390958871,1257.31555756894,7.0912427894576,"CTV",""
"RfDBMD","1-Phenyl-1-(2,4-dimethylphenyl)-ethane (PXE)","6165-52-2","CC(C1=CC=CC=C1)C1=CC=C(C)C=C1C",210.1408505796,3.71834952615588,1.72006828970309,5.65626201502011,40.1939751477749,0.463712145225353,4003.52178550645,7.0912427894576,"CTV",""
"OSF","1-Phenyl-1-(2,4-dimethylphenyl)-ethane (PXE)","6165-52-2","CC(C1=CC=CC=C1)C1=CC=C(C)C=C1C",210.1408505796,5.60442983333333,3.61558978222086,7.4381558053176,1.91390046313969,0.019637187931353,130.510459734921,9.12297660646817,"CTV",""
"CPV","1-Phenyl-1-(2,4-dimethylphenyl)-ethane (PXE)","6165-52-2","CC(C1=CC=CC=C1)C1=CC=C(C)C=C1C",210.1408505796,6.43371216666665,4.45590366666665,8.48447143333332,12.9181903876051,0.135954372857568,1451.9810472072,7.6278919935307,"CTV",""
"RfC","1-Phenyl-1-(2,4-dimethylphenyl)-ethane (PXE)","6165-52-2","CC(C1=CC=CC=C1)C1=CC=C(C)C=C1C",210.1408505796,8.321868,5.92814031666667,10.34072285,0.00100148047305294,9.58931612112284e-06,0.247953457842696,6.44011200593161,"CTV",""
"IUR","1-Phenyl-1-(2,4-dimethylphenyl)-ethane (PXE)","6165-52-2","CC(C1=CC=CC=C1)C1=CC=C(C)C=C1C",210.1408505796,5.13923216666666,2.75461800833333,7.00334786666666,0.655724908024118,0.00270462789238916,47.9553848760609,11.2979159437763,"CTV",""
"RfD","Picric Acid (2,4,6-Trinitrophenol)","88-89-1","OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O",228.997099449,7.92899713758298,6.31860887808903,9.4338745346707,0.00269670129608929,8.43248246549682e-05,0.109956549600829,6.57283229336379,"CTV",""
"RfDNOAEL","Picric Acid (2,4,6-Trinitrophenol)","88-89-1","OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O",228.997099449,5.1109569538584,3.5071702658654,6.55370255876264,1.77367084624588,0.063992256224891,71.229470444719,4.62974482097299,"CTV",""
"RfDBMDL","Picric Acid (2,4,6-Trinitrophenol)","88-89-1","OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O",228.997099449,4.92921567810767,3.14844782693628,6.64647710652772,2.69534463537719,0.051683614077004,162.697977602211,6.09950385467883,"CTV",""
"RfDBMD","Picric Acid (2,4,6-Trinitrophenol)","88-89-1","OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O",228.997099449,4.59084179189933,2.59256055544653,6.52875428076356,5.87473376244728,0.0677759635765473,585.152986623917,6.09950385467883,"CTV",""
"OSF","Picric Acid (2,4,6-Trinitrophenol)","88-89-1","OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O",228.997099449,4.67175233333334,2.68291228222087,6.50547830531761,0.205079548140668,0.00210417715303166,13.9845444554423,4.98802870001896,"CTV",""
"CPV","Picric Acid (2,4,6-Trinitrophenol)","88-89-1","OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O",228.997099449,5.25746583333334,3.27965733333334,7.30822510000001,0.790015936029155,0.00831433179939686,88.7963508578269,4.51389200319102,"CTV",""
"RfC","Picric Acid (2,4,6-Trinitrophenol)","88-89-1","OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O",228.997099449,9.02281416666663,6.6290864833333,11.0416690166666,0.000217278029902156,2.08046763863005e-06,0.0537951964887092,7.18173132829763,"CTV",""
"IUR","Picric Acid (2,4,6-Trinitrophenol)","88-89-1","OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O",228.997099449,4.51640033333333,2.131786175,6.38051603333333,0.143407000392248,0.000591501967484317,10.4878399669984,12.508767756956,"CTV",""
"RfD","N,N,N',N'' Tetramethylphosphoramide (TMPA)","16853-36-4","CNP(=O)(NC)N(C)C",151.087449081,7.04736597906743,5.43697771957348,8.55224337615515,0.0135476013817542,0.000423628346479647,0.552396183242606,0.39229988798719,"CTV",""
"RfDNOAEL","N,N,N',N'' Tetramethylphosphoramide (TMPA)","16853-36-4","CNP(=O)(NC)N(C)C",151.087449081,3.84004961212572,2.23626292413272,5.28279521702996,21.8362861406717,0.787831192394864,876.931084237815,0.292727707630321,"CTV",""
"RfDBMDL","N,N,N',N'' Tetramethylphosphoramide (TMPA)","16853-36-4","CNP(=O)(NC)N(C)C",151.087449081,4.04126601559334,2.26049816442195,5.75852744401339,13.7392293454001,0.263451663242958,829.335439694789,2.13813123348891,"CTV",""
"RfDBMD","N,N,N',N'' Tetramethylphosphoramide (TMPA)","16853-36-4","CNP(=O)(NC)N(C)C",151.087449081,3.62361432879154,1.62533309233874,5.56152681765577,35.9429782397597,0.414669001612044,3580.10114425888,2.13813123348891,"CTV",""
"OSF","N,N,N',N'' Tetramethylphosphoramide (TMPA)","16853-36-4","CNP(=O)(NC)N(C)C",151.087449081,5.15656263995866,3.16772258884619,6.99028861194293,0.949148686807653,0.00973854779629592,64.723236060486,0.760858274875856,"CTV",""
"CPV","N,N,N',N'' Tetramethylphosphoramide (TMPA)","16853-36-4","CNP(=O)(NC)N(C)C",151.087449081,5.77108966666667,3.79328116666667,7.82184893333334,3.90716073562461,0.0411199689373857,439.157743174492,1.09724142795301,"CTV",""
"RfC","N,N,N',N'' Tetramethylphosphoramide (TMPA)","16853-36-4","CNP(=O)(NC)N(C)C",151.087449081,7.99539399999999,5.60166631666666,10.01424885,0.00152698365642729,1.46210828740694e-05,0.378061168308388,2.37934476223547,"CTV",""
"IUR","N,N,N',N'' Tetramethylphosphoramide (TMPA)","16853-36-4","CNP(=O)(NC)N(C)C",151.087449081,5.06881199999999,2.68419784166666,6.9329277,0.775503230432507,0.0031986701160794,56.7151795408869,2.42296360975194,"CTV",""
"RfD","2,3-Toluenediamine","2687-25-4","CC1=C(N)C(N)=CC=C1",122.08439833,7.13018478642286,5.51979652692891,8.63506218351058,0.00904639154238185,0.000282877225474615,0.368861765216985,5.55806654798372,"CTV",""
"RfDNOAEL","2,3-Toluenediamine","2687-25-4","CC1=C(N)C(N)=CC=C1",122.08439833,3.74225257869353,2.13846589070053,5.18499818359777,22.1007793412344,0.797373840454947,887.552959571782,3.74089186651031,"CTV",""
"RfDBMDL","2,3-Toluenediamine","2687-25-4","CC1=C(N)C(N)=CC=C1",122.08439833,3.5354416149694,1.75467376379801,5.25270304338946,35.581032977554,0.682271332851545,2147.76323237621,5.35249828886767,"CTV",""
"RfDBMD","2,3-Toluenediamine","2687-25-4","CC1=C(N)C(N)=CC=C1",122.08439833,3.17958912590817,1.18130788945537,5.1175016147724,80.736708744787,0.931447866821708,8041.78166407951,5.35249828886767,"CTV",""
"OSF","2,3-Toluenediamine","2687-25-4","CC1=C(N)C(N)=CC=C1",122.08439833,5.12237706175233,3.13353701063987,6.95610303373661,1.08571764135741,0.0111397858845519,74.0359863247121,5.27282592739724,"CTV",""
"CPV","2,3-Toluenediamine","2687-25-4","CC1=C(N)C(N)=CC=C1",122.08439833,5.70246066666667,3.72465216666667,7.75321993333334,4.12857805187479,0.0434502219734055,464.04464583442,3.93828173522947,"CTV",""
"RfC","2,3-Toluenediamine","2687-25-4","CC1=C(N)C(N)=CC=C1",122.08439833,7.34108066666666,4.94735298333333,9.35993551666667,0.00556646522836246,5.32996860031481e-05,1.37818393715266,4.44216861251574,"CTV",""
"IUR","2,3-Toluenediamine","2687-25-4","CC1=C(N)C(N)=CC=C1",122.08439833,4.31393366666667,1.92931950833334,6.17804936666667,0.168761547642342,0.000696080297287491,12.342103937846,9.19135468243159,"CTV",""
"RfD","3,4-Toluenediamine","496-72-0","CC1=CC=C(N)C(N)=C1",122.08439833,7.37461685250254,5.76422859300859,8.87949424959026,0.00515280033877613,0.000161126108286252,0.210102671310113,5.48859379330887,"CTV",""
"RfDNOAEL","3,4-Toluenediamine","496-72-0","CC1=CC=C(N)C(N)=C1",122.08439833,3.75799861689357,2.15421192890057,5.20074422179781,21.3138325915347,0.768981594989157,855.949688667293,3.79088294046879,"CTV",""
"RfDBMDL","3,4-Toluenediamine","496-72-0","CC1=CC=C(N)C(N)=C1",122.08439833,3.52192931820591,1.74116146703452,5.23919074662596,36.7054750350396,0.703832668121348,2215.63746496323,5.38833194307233,"CTV",""
"RfDBMD","3,4-Toluenediamine","496-72-0","CC1=CC=C(N)C(N)=C1",122.08439833,3.17016553354752,1.17188429709472,5.10807802241175,82.5077290378243,0.951879874760775,8218.18417962273,5.38833194307233,"CTV",""
"OSF","3,4-Toluenediamine","496-72-0","CC1=CC=C(N)C(N)=C1",122.08439833,5.16418621154218,3.17534616042971,6.99791218352645,1.1954352129442,0.0122655207982093,81.5177185174621,5.21211610109946,"CTV",""
"CPV","3,4-Toluenediamine","496-72-0","CC1=CC=C(N)C(N)=C1",122.08439833,5.73581416666666,3.75800566666666,7.78657343333333,4.45814304728941,0.0469186491232633,501.087150458295,3.86688053329559,"CTV",""
"RfC","3,4-Toluenediamine","496-72-0","CC1=CC=C(N)C(N)=C1",122.08439833,7.26719166666666,4.87346398333333,9.28604651666667,0.00659885370913677,6.31849506371869e-05,1.63378981318598,4.42987901707328,"CTV",""
"IUR","3,4-Toluenediamine","496-72-0","CC1=CC=C(N)C(N)=C1",122.08439833,4.30042516666667,1.91581100833334,6.16454086666667,0.163593106529935,0.000674762348523111,11.9641183226563,9.16566959928349,"CTV",""
"RfD","o-Aminophenol","95-55-6","NC1=C(O)C=CC=C1",109.052763849,6.21274183441674,4.60235357492279,7.71761923150446,0.0668182108249359,0.00208938005842263,2.7244767240129,4.30170240385289,"CTV",""
"RfDNOAEL","o-Aminophenol","95-55-6","NC1=C(O)C=CC=C1",109.052763849,3.59085532580343,1.98706863781043,5.03360093070767,27.975725054372,1.00933595968251,1123.48696780335,3.10496671310296,"CTV",""
"RfDBMDL","o-Aminophenol","95-55-6","NC1=C(O)C=CC=C1",109.052763849,3.48986476599269,1.7090969148213,5.20712619441274,35.2997728599236,0.676878130370471,2130.78564378958,4.91712701667051,"CTV",""
"RfDBMD","o-Aminophenol","95-55-6","NC1=C(O)C=CC=C1",109.052763849,3.0609913871314,1.0627101506786,4.99890387599563,94.7644158253464,1.0932835180357,9439.01173876725,4.91712701667051,"CTV",""
"OSF","o-Aminophenol","95-55-6","NC1=C(O)C=CC=C1",109.052763849,4.82905209178092,2.84021204066845,6.66277806376519,0.618607833048735,0.00634710033637649,42.1833811327738,3.96698772280811,"CTV",""
"CPV","o-Aminophenol","95-55-6","NC1=C(O)C=CC=C1",109.052763849,5.48452516666666,3.50671666666666,7.53528443333333,2.79826274055834,0.0294496399703424,314.519630264563,3.05811879286656,"CTV",""
"RfC","o-Aminophenol","95-55-6","NC1=C(O)C=CC=C1",109.052763849,7.02896783333333,4.63524015,9.04782268333334,0.0102016129782378,9.76818764078899e-05,2.52578585563025,3.3833509021958,"CTV",""
"IUR","o-Aminophenol","95-55-6","NC1=C(O)C=CC=C1",109.052763849,4.11437616666667,1.72976200833334,5.97849186666667,0.119327210913632,0.000492181552063511,8.72680335232841,7.30704668803985,"CTV",""
"RfD","tert-Butylbenzene","98-06-6","CC(C)(C)C1=CC=CC=C1",134.1095504508,6.9866907389813,5.37630247948735,8.49156813606902,0.0138283055688668,0.000432405859729821,0.563841745981855,5.49671463625548,"CTV",""
