"tv","Name","CAS","SMILES","MW","log10prediction","log10lower95","log10upper95","prediction","lower95","upper95","appl.domain","Source","Warnings"
"RfDNOAEL","tert-Butylbenzene","98-06-6","CC(C)(C)C1=CC=CC=C1",134.1095504508,3.72800790646459,2.12422121847159,5.17075351136883,25.087177364144,0.905120070752428,1007.48476662563,2.73530752870443,"CTV",""
"RfDBMDL","tert-Butylbenzene","98-06-6","CC(C)(C)C1=CC=CC=C1",134.1095504508,3.20896955727897,1.42820170610758,4.92623098569902,82.8877115663912,1.58938357644342,5003.3167792066,4.75958579867238,"CTV",""
"RfDBMD","tert-Butylbenzene","98-06-6","CC(C)(C)C1=CC=CC=C1",134.1095504508,2.9902077146672,0.991926478214403,4.92812020353143,137.167742799462,1.58248463943679,13662.5960619073,4.75958579867238,"CTV",""
"OSF","tert-Butylbenzene","98-06-6","CC(C)(C)C1=CC=CC=C1",134.1095504508,3.48504467015271,1.49620461904024,5.31877064213698,0.0227816388810537,0.000233746390006918,1.55349884758572,5.10000085030357,"CTV",""
"CPV","tert-Butylbenzene","98-06-6","CC(C)(C)C1=CC=CC=C1",134.1095504508,4.50927416666667,2.53146566666667,6.56003343333334,0.2408876084576,0.00253516342106518,27.0753280059334,4.30263773417766,"CTV",""
"RfC","tert-Butylbenzene","98-06-6","CC(C)(C)C1=CC=CC=C1",134.1095504508,6.96935916666668,4.57563148333335,8.98821401666669,0.0143913170158124,0.000137798880734268,3.56310174086889,3.1519349729401,"CTV",""
"IUR","tert-Butylbenzene","98-06-6","CC(C)(C)C1=CC=CC=C1",134.1095504508,3.77828466666668,1.39367050833335,5.64240036666668,0.0447532892105066,0.000184591118613483,3.27295971572361,9.06689031661482,"CTV",""
"RfD","sec-Butylbenzene","135-98-8","CCC(C)C1=CC=CC=C1",134.1095504508,6.89181670976257,5.28142845026862,8.39669410685029,0.0172045372913812,0.000537979342565475,0.701505784412403,4.53377274651189,"CTV",""
"RfDNOAEL","sec-Butylbenzene","135-98-8","CCC(C)C1=CC=CC=C1",134.1095504508,3.54411730305984,1.94033061506684,4.98686290796408,38.3126686543732,1.38228246485488,1538.61191627022,2.64702608715473,"CTV",""
"RfDBMDL","sec-Butylbenzene","135-98-8","CCC(C)C1=CC=CC=C1",134.1095504508,3.18429626025039,1.403528409079,4.90155768867044,87.7330941983882,1.68229447277951,5295.79661447059,4.77068125325925,"CTV",""
"RfDBMD","sec-Butylbenzene","135-98-8","CCC(C)C1=CC=CC=C1",134.1095504508,2.92482134339173,0.926540106938933,4.86273383225596,159.45508130371,1.83961047760462,15882.526907629,4.77068125325925,"CTV",""
"OSF","sec-Butylbenzene","135-98-8","CCC(C)C1=CC=CC=C1",134.1095504508,4.56066862487083,2.57182857375836,6.39439459685511,0.271149568818154,0.00278207521390771,18.4899139557814,3.7898076380698,"CTV",""
"CPV","sec-Butylbenzene","135-98-8","CCC(C)C1=CC=CC=C1",134.1095504508,4.77925200000001,2.80144350000001,6.83001126666668,0.448530823207543,0.00472045425456646,50.4140467700857,3.06002453230117,"CTV",""
"RfC","sec-Butylbenzene","135-98-8","CCC(C)C1=CC=CC=C1",134.1095504508,7.34162033333333,4.94789265,9.36047518333334,0.00610716105832256,5.84769244799547e-05,1.51205314807301,3.47263730037348,"CTV",""
"IUR","sec-Butylbenzene","135-98-8","CCC(C)C1=CC=CC=C1",134.1095504508,4.01282483333334,1.62821067500001,5.87694053333334,0.0768006908384498,0.000316775050108038,5.61669481033312,7.62645873222151,"CTV",""
"RfD","Cyanogen Bromide","506-68-3","N#CBr",104.921412,6.066621613,NA,NA,0.09,NA,NA,NA,"IRIS",""
"RfDNOAEL","Cyanogen Bromide","506-68-3","N#CBr",104.921412,3.377411446,NA,NA,44,NA,NA,NA,"IRIS",""
"RfDBMDL","Cyanogen Bromide","506-68-3","N#CBr",104.921412,4.44743065186857,2.66666280069717,6.16469208028862,3.74484179085997,0.0718078702655989,226.048341950859,0.389285725761858,"CTV",""
"RfDBMD","Cyanogen Bromide","506-68-3","N#CBr",104.921412,4.05638234579959,2.05810110934679,5.99429483466382,9.21471230959947,0.106308818598038,917.831623844704,0.389285725761858,"CTV",""
"OSF","Cyanogen Bromide","506-68-3","N#CBr",104.921412,3.77298516666667,1.7841451155542,5.60671113865094,0.0565094447598691,0.000579803708718245,3.85342590015214,0.883539790064624,"CTV",""
"CPV","Cyanogen Bromide","506-68-3","N#CBr",104.921412,4.10168316666667,2.12387466666667,6.15244243333334,0.120453393595219,0.00126768263150205,13.5387418302689,0.834103483404109,"CTV",""
"RfC","Cyanogen Bromide","506-68-3","N#CBr",104.921412,7.02167200000001,4.62794431666668,9.04052685000002,0.00998141531752062,9.55734528943365e-05,2.47126779676359,-0.102686111540425,"CTV",""
"IUR","Cyanogen Bromide","506-68-3","N#CBr",104.921412,2.33493933333334,-0.0496748249999901,4.19905503333334,0.00206098678344645,8.50082446486792e-06,0.150726948473664,0.722934328598486,"CTV",""
"RfD","1,3-Dibromobenzene","108-36-1","BrC1=CC(Br)=CC=C1",233.867976,8.11731842384994,6.50693016435599,9.62219582093766,0.00178505800611644,5.58180854449858e-05,0.0727847831995849,5.2152339258986,"CTV",""
"RfDNOAEL","1,3-Dibromobenzene","108-36-1","BrC1=CC(Br)=CC=C1",233.867976,4.48288314940672,2.87909646141372,5.92562875431096,7.69285608111078,0.277550492801757,308.940109166679,3.25987976625031,"CTV",""
"RfDBMDL","1,3-Dibromobenzene","108-36-1","BrC1=CC(Br)=CC=C1",233.867976,5.11916552614429,3.3383976749729,6.83642695456434,1.77748207973334,0.0340834699325462,107.293418363294,4.90166172507696,"CTV",""
"RfDBMD","1,3-Dibromobenzene","108-36-1","BrC1=CC(Br)=CC=C1",233.867976,4.9352534598936,2.9369722234408,6.87316594875783,2.71467158551054,0.0313187779977291,270.394923446342,4.90166172507696,"CTV",""
"OSF","1,3-Dibromobenzene","108-36-1","BrC1=CC(Br)=CC=C1",233.867976,4.88276,2.89391994888753,6.71648597198427,0.326429382078612,0.00334926253775888,22.2594902642837,4.21002775380748,"CTV",""
"CPV","1,3-Dibromobenzene","108-36-1","BrC1=CC(Br)=CC=C1",233.867976,5.6333445,3.655536,7.68410376666667,1.83811950233416,0.0193448444928387,206.601280814992,3.40347193015308,"CTV",""
"RfC","1,3-Dibromobenzene","108-36-1","BrC1=CC(Br)=CC=C1",233.867976,7.73501849999998,5.34129081666665,9.75387334999999,0.00430479284389571,4.12189958035071e-05,1.06581036741194,3.41789411815629,"CTV",""
"IUR","1,3-Dibromobenzene","108-36-1","BrC1=CC(Br)=CC=C1",233.867976,4.32040666666667,1.93579250833334,6.18452236666668,0.0894202561463762,0.000368826189090223,6.53960639094359,7.10120984339105,"CTV",""
"RfD","n-Heptane","142-82-5","CCCCCCC",100.1252005152,6.62497436343486,5.01458610394091,8.12985176052258,0.0237448284022857,0.000742491759984215,0.968182648098764,-0.328930825804359,"CTV",""
"RfDNOAEL","n-Heptane","142-82-5","CCCCCCC",100.1252005152,3.19134059873204,1.58755391073904,4.63408620363628,64.4470139927245,2.32518330054338,2588.15026934755,-0.165668328782337,"CTV",""
"RfDBMDL","n-Heptane","142-82-5","CCCCCCC",100.1252005152,2.91449261453956,1.13372476336817,4.63175404295961,121.913214999303,2.33770311677751,7358.99716237747,-0.395761291069444,"CTV",""
"RfDBMD","n-Heptane","142-82-5","CCCCCCC",100.1252005152,2.46869685122818,0.470415614775381,4.40660934009241,340.287932070396,3.92585322537818,33894.3870164628,-0.395761291069444,"CTV",""
"OSF","n-Heptane","142-82-5","CCCCCCC",100.1252005152,4.94722185598347,2.958381804871,6.78094782796774,0.884460530675655,0.00907482807661266,60.3120970494521,0.152880470379319,"CTV",""
"CPV","n-Heptane","142-82-5","CCCCCCC",100.1252005152,4.74113133333334,2.76332283333334,6.79189060000001,0.550285329175228,0.00579134496210253,61.8510677227084,0.152546420112601,"CTV",""
"RfC","n-Heptane","142-82-5","CCCCCCC",100.1252005152,5.53117816666667,3.13745048333334,7.55003301666668,0.294689886952157,0.00282169703725498,72.9613591349558,-0.29777405484154,"CTV",""
"IUR","n-Heptane","142-82-5","CCCCCCC",100.1252005152,4.39747866666667,2.01286450833334,6.26159436666667,0.249422293202512,0.00102877667589588,18.2410976322959,0.332822339340692,"CTV",""
"RfD","Methyl Phosphonic Acid","993-13-5","CP(=O)(O)O",95.997631019,6.204109264,NA,NA,0.06,NA,NA,NA,"PPRTV",""
"RfDNOAEL","Methyl Phosphonic Acid","993-13-5","CP(=O)(O)O",95.997631019,3.50838249797667,1.90459580998367,4.95112810288091,29.7767995856009,1.07431691323794,1195.81695245774,0.0162940421549162,"CTV",""
"RfDBMDL","Methyl Phosphonic Acid","993-13-5","CP(=O)(O)O",95.997631019,3.67646258153625,1.89569473036486,5.3937240099563,20.2207814063218,0.387736339473169,1220.57869600952,0.437067595662071,"CTV",""
"RfDBMD","Methyl Phosphonic Acid","993-13-5","CP(=O)(O)O",95.997631019,3.3469977393183,1.3487165028655,5.28491022818253,43.1780253086504,0.498138705337217,4300.74816792288,0.437067595662071,"CTV",""
"OSF","Methyl Phosphonic Acid","993-13-5","CP(=O)(O)O",95.997631019,4.21283465738891,2.22399460627644,6.04656062937318,0.170049023171198,0.0017447535490314,11.5957839077693,0.634375434461537,"CTV",""
"CPV","Methyl Phosphonic Acid","993-13-5","CP(=O)(O)O",95.997631019,4.38477483333333,2.40696633333333,6.4355341,0.252647099936461,0.00265892334727485,28.39707340833,0.909488584998741,"CTV",""
"RfC","Methyl Phosphonic Acid","993-13-5","CP(=O)(O)O",95.997631019,6.97186483333331,4.57813714999998,8.99071968333332,0.0102422573191349,9.80710516777861e-05,2.53584886248692,0.771962812217195,"CTV",""
"IUR","Methyl Phosphonic Acid","993-13-5","CP(=O)(O)O",95.997631019,3.70153233333332,1.31691817499999,5.56564803333332,0.0523928251687142,0.000216101439152837,3.83166487190608,2.90798416366209,"CTV",""
"RfD","Picramic Acid (2-Amino-4,6-dinitrophenol)","96-91-3","Nc1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O",199.022920273,9.298903094,NA,NA,1e-04,NA,NA,NA,"PPRTV",""
"RfDNOAEL","Picramic Acid (2-Amino-4,6-dinitrophenol)","96-91-3","Nc1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O",199.022920273,4.85328352802512,3.24949684003212,6.29602913292936,2.79009869740431,0.100663948508223,112.048553498668,4.33647358677367,"CTV",""
"RfDBMDL","Picramic Acid (2-Amino-4,6-dinitrophenol)","96-91-3","Nc1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O",199.022920273,4.68334967138126,2.90258182020987,6.40061109980131,4.12622991156244,0.0791210413477756,249.069915928955,6.10062776772402,"CTV",""
"RfDBMD","Picramic Acid (2-Amino-4,6-dinitrophenol)","96-91-3","Nc1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O",199.022920273,4.38536631587492,2.38708507942212,6.32327880473915,8.19477018164186,0.0945418920767848,816.240265582143,6.10062776772402,"CTV",""
"OSF","Picramic Acid (2-Amino-4,6-dinitrophenol)","96-91-3","Nc1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O",199.022920273,4.76190000000001,2.77305994888754,6.59562597198428,0.290400196320447,0.00297959237707243,19.8026302092633,4.78119631795752,"CTV",""
"CPV","Picramic Acid (2-Amino-4,6-dinitrophenol)","96-91-3","Nc1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O",199.022920273,5.36627016666667,3.38846166666667,7.41702943333334,1.16779623916753,0.0122901893034324,131.25816816402,3.92305831837503,"CTV",""
"RfC","Picramic Acid (2-Amino-4,6-dinitrophenol)","96-91-3","Nc1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O",199.022920273,8.90768683333329,6.51395914999996,10.9265416833333,0.000246159307253418,2.35700992373203e-06,0.0609458227653544,6.38657792464427,"CTV",""
"IUR","Picramic Acid (2-Amino-4,6-dinitrophenol)","96-91-3","Nc1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O",199.022920273,4.48909066666667,2.10447650833334,6.35320636666667,0.15494856990925,0.000639106764031841,11.3319140619255,10.3384323579143,"CTV",""
"RfD","n-Propylbenzene","103-65-1","CCCc1ccccc1",120.0939003864,6.07952095,NA,NA,0.1,NA,NA,NA,"PPRTV",""
"RfDNOAEL","n-Propylbenzene","103-65-1","CCCc1ccccc1",120.0939003864,3.34909191718529,1.74530522919229,4.79183752208953,53.756258390965,1.93947161499953,2158.81646043987,2.56706020336054,"CTV",""
"RfDBMDL","n-Propylbenzene","103-65-1","CCCc1ccccc1",120.0939003864,3.26463820092308,1.48387034975169,4.98189962934314,65.2954244091758,1.25204898544849,3941.40079847869,4.65866207790821,"CTV",""
"RfDBMD","n-Propylbenzene","103-65-1","CCCc1ccccc1",120.0939003864,2.94090434981093,0.942623113358131,4.87881683867516,137.599419011772,1.5874648261866,13705.5931806027,4.65866207790821,"CTV",""
"OSF","n-Propylbenzene","103-65-1","CCCc1ccccc1",120.0939003864,4.78871115274085,2.79987110162838,6.62243712472512,0.511905979787536,0.00525230758959147,34.9072932735115,3.71137497705937,"CTV",""
"CPV","n-Propylbenzene","103-65-1","CCCc1ccccc1",120.0939003864,5.29133916666667,3.31353066666667,7.34209843333334,1.62861419836471,0.0171399565513489,183.053266617516,3.01902515092896,"CTV",""
"RfC","n-Propylbenzene","103-65-1","CCCc1ccccc1",120.0939003864,5.08,NA,NA,1,NA,NA,NA,"PPRTV",""
"IUR","n-Propylbenzene","103-65-1","CCCc1ccccc1",120.0939003864,4.16454633333334,1.77993217500001,6.02866203333334,0.121625708553333,0.000501662022838457,8.89490027468069,7.30335943466406,"CTV",""
"RfD","1,2-Dinitrobenzene","528-29-0","[O-][N+](=O)c1ccccc1[N+]([O-])=O",168.017106617,9.225353502,NA,NA,1e-04,NA,NA,NA,"PPRTV",""
"RfDNOAEL","1,2-Dinitrobenzene","528-29-0","[O-][N+](=O)c1ccccc1[N+]([O-])=O",168.017106617,5.62329351,NA,NA,0.4,NA,NA,NA,"PPRTV",""
"RfDBMDL","1,2-Dinitrobenzene","528-29-0","[O-][N+](=O)c1ccccc1[N+]([O-])=O",168.017106617,5.12429411258249,3.3435262614111,6.84155554100254,1.2620000989839,0.0241990301443945,76.1775919648718,4.98549684911283,"CTV",""
"RfDBMD","1,2-Dinitrobenzene","528-29-0","[O-][N+](=O)c1ccccc1[N+]([O-])=O",168.017106617,5.410818248,NA,NA,0.652432,NA,NA,NA,"PPRTV",""
"OSF","1,2-Dinitrobenzene","528-29-0","[O-][N+](=O)c1ccccc1[N+]([O-])=O",168.017106617,4.75599722532094,2.76715717420847,6.58972319730521,0.339346773093652,0.00348179881110769,23.1403378696931,3.96033446469372,"CTV",""
"CPV","1,2-Dinitrobenzene","528-29-0","[O-][N+](=O)c1ccccc1[N+]([O-])=O",168.017106617,5.23058416666667,3.25277566666667,7.28134343333334,1.01211687316529,0.0106517794382235,113.760091258963,3.30497918392582,"CTV",""
"RfC","1,2-Dinitrobenzene","528-29-0","[O-][N+](=O)c1ccccc1[N+]([O-])=O",168.017106617,8.57570099999998,6.18197331666665,10.59455585,0.000446326323576038,4.27363720522881e-06,0.110504556239158,5.0544005878507,"CTV",""
"IUR","1,2-Dinitrobenzene","528-29-0","[O-][N+](=O)c1ccccc1[N+]([O-])=O",168.017106617,4.4439565,2.05934234166667,6.30807220000001,0.165425706630155,0.000682321160588957,12.0981425789481,9.24844928987724,"CTV",""
"RfD","1,4-Dinitrobenzene","100-25-4","[O-][N+](=O)c1ccc([N+]([O-])=O)cc1",168.017106617,9.225353502,NA,NA,1e-04,NA,NA,NA,"PPRTV",""
"RfDNOAEL","1,4-Dinitrobenzene","100-25-4","[O-][N+](=O)c1ccc([N+]([O-])=O)cc1",168.017106617,5.62329351,NA,NA,0.4,NA,NA,NA,"PPRTV",""
"RfDBMDL","1,4-Dinitrobenzene","100-25-4","[O-][N+](=O)c1ccc([N+]([O-])=O)cc1",168.017106617,5.12750508134231,3.34673723017092,6.84476650976236,1.25270387321,0.0240207737021701,75.6164477190135,4.97521356948634,"CTV",""
"RfDBMD","1,4-Dinitrobenzene","100-25-4","[O-][N+](=O)c1ccc([N+]([O-])=O)cc1",168.017106617,5.410818248,NA,NA,0.652432,NA,NA,NA,"PPRTV",""
"OSF","1,4-Dinitrobenzene","100-25-4","[O-][N+](=O)c1ccc([N+]([O-])=O)cc1",168.017106617,4.60404155865427,2.6152015075418,6.43776753063854,0.239159731459121,0.00245384996906806,16.308500417836,3.98162273782725,"CTV",""
"CPV","1,4-Dinitrobenzene","100-25-4","[O-][N+](=O)c1ccc([N+]([O-])=O)cc1",168.017106617,5.13071416666667,3.15290566666667,7.18147343333334,0.804193697345444,0.00846354222209893,90.3899053809767,3.30988838335684,"CTV",""
"RfC","1,4-Dinitrobenzene","100-25-4","[O-][N+](=O)c1ccc([N+]([O-])=O)cc1",168.017106617,8.38571283333331,5.99198514999998,10.4045676833333,0.00069125879225016,6.61889997733581e-06,0.17114662982903,5.04949493589257,"CTV",""
"IUR","1,4-Dinitrobenzene","100-25-4","[O-][N+](=O)c1ccc([N+]([O-])=O)cc1",168.017106617,4.20047866666667,1.81586450833334,6.06459436666667,0.0944332996978095,0.000389503179164954,6.90622725583316,8.76260664020525,"CTV",""
"RfD","Thiocyanic Acid","463-56-9","N#CS",58.98297021,8.469696642,NA,NA,2e-04,NA,NA,NA,"PPRTV",""
"RfDNOAEL","Thiocyanic Acid","463-56-9","N#CS",58.98297021,3.96592736681679,2.36214067882379,5.40867297172103,6.37968552880047,0.230172622985446,256.20403175827,0.619204849932544,"CTV",""
"RfDBMDL","Thiocyanic Acid","463-56-9","N#CS",58.98297021,4.16656564186174,2.38579779069035,5.88382707028179,4.019397857751,0.0770725216268562,242.621256685133,1.58385702395655,"CTV",""
"RfDBMD","Thiocyanic Acid","463-56-9","N#CS",58.98297021,3.72014723147174,1.72186599501894,5.65805972033597,11.2351637642106,0.129618478189975,1119.0787357652,1.58385702395655,"CTV",""
"OSF","Thiocyanic Acid","463-56-9","N#CS",58.98297021,3.72051315331268,1.73167310220021,5.55423912529695,0.0890812935386746,0.000914000563810562,6.07452727946037,2.1399883241197,"CTV",""
"CPV","Thiocyanic Acid","463-56-9","N#CS",58.98297021,4.13100783333333,2.15319933333333,6.1817671,0.229235141231491,0.00241252984573957,25.7656119344202,2.65232972207057,"CTV",""
"RfC","Thiocyanic Acid","463-56-9","N#CS",58.98297021,7.17791833333332,4.78419064999999,9.19677318333333,0.00391569002940969,3.74932817310691e-05,0.969473603087396,0.575196437707412,"CTV",""
"IUR","Thiocyanic Acid","463-56-9","N#CS",58.98297021,2.48229883333333,0.097684675000004,4.34641453333333,0.0051472136439825,2.12303931408521e-05,0.376433178480714,2.12466052928909,"CTV",""
"RfD","Methyl Acetate","79-20-9","COC(=O)C",74.036779433,4.869447519,NA,NA,1,NA,NA,NA,"PPRTV",""
"RfDNOAEL","Methyl Acetate","79-20-9","COC(=O)C",74.036779433,3.2020854757235,1.5982987877305,4.64483108062774,46.4902672941765,1.6773219805408,1867.0189720977,-0.195840624367308,"CTV",""
"RfDBMDL","Methyl Acetate","79-20-9","COC(=O)C",74.036779433,3.28670645672239,1.505938605551,5.00396788514244,38.2596561118504,0.73363430978356,2309.45185689882,-0.228778633644307,"CTV",""
"RfDBMD","Methyl Acetate","79-20-9","COC(=O)C",74.036779433,2.90963524037863,0.911354003925832,4.84754772924286,91.1616712656829,1.0517191690924,9080.16028704599,-0.228778633644307,"CTV",""
"OSF","Methyl Acetate","79-20-9","COC(=O)C",74.036779433,4.46349311614651,2.47465306503404,6.29721908813078,0.392686161983049,0.00402907680384423,26.7775950311837,-0.25019912953624,"CTV",""
"CPV","Methyl Acetate","79-20-9","COC(=O)C",74.036779433,4.6837655,2.705957,6.73452476666667,0.652105677132201,0.00686292860774317,73.2954891948848,-0.232499276737053,"CTV",""
"RfC","Methyl Acetate","79-20-9","COC(=O)C",74.036779433,6.48099716666666,4.08726948333333,8.49985201666667,0.0244596564151844,0.000234204643915064,6.05589080264443,-0.16724934274515,"CTV",""
"IUR","Methyl Acetate","79-20-9","COC(=O)C",74.036779433,4.15891283333332,1.77429867499999,6.02302853333332,0.194744550824835,0.000803250780329174,14.2423290209636,0.0320661754742246,"CTV",""
"RfD","Endosulfan Sulfate","1031-07-8","ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl",419.811796,8.38888041441112,6.77849215491717,9.89375781149884,0.00171464502196733,5.36162981908999e-05,0.0699137315204978,2.49873422700305,"CTV",""
"RfDNOAEL","Endosulfan Sulfate","1031-07-8","ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl",419.811796,6.16838860796735,4.56460191997435,7.61113421287159,0.284882668933976,0.0102782795257867,11.4407031552642,1.20065506880246,"CTV",""
"RfDBMDL","Endosulfan Sulfate","1031-07-8","ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl",419.811796,5.98684551099541,4.20607765982402,7.70410693941546,0.432722150109379,0.00829750834653277,26.1202288428781,2.14364131025788,"CTV",""
"RfDBMD","Endosulfan Sulfate","1031-07-8","ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl",419.811796,5.54420074641312,3.54591950996032,7.48211323527735,1.19909582523048,0.013833797115217,119.435966250425,2.14364131025788,"CTV",""
"OSF","Endosulfan Sulfate","1031-07-8","ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl",419.811796,6.09102683333334,4.10218678222087,7.92475280531762,2.93746158633192,0.030139229454651,200.307941540985,4.65216174409794,"CTV",""
"CPV","Endosulfan Sulfate","1031-07-8","ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl",419.811796,6.36336383333334,4.38555533333334,8.41412310000001,5.49932258815052,0.0578762915842168,618.113832579404,3.94363691122995,"CTV",""
"RfC","Endosulfan Sulfate","1031-07-8","ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl",419.811796,8.68306333333331,6.28933564999998,10.7019181833333,0.000870946150629885,8.33943165901706e-06,0.21563486803207,4.46621177514823,"CTV",""
"IUR","Endosulfan Sulfate","1031-07-8","ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl",419.811796,5.45838683333334,3.07377267500001,7.32250253333334,0.684434977924862,0.00282304653852536,50.0550495907313,5.26284858341905,"CTV",""
"RfD","Guanidine","113-00-8","NC(N)=N",59.048347173,7.14433498724951,5.53394672775556,8.64921238433723,0.00423518863456939,0.000132432739031454,0.172687546018251,2.27868871358356,"CTV",""
"RfDNOAEL","Guanidine","113-00-8","NC(N)=N",59.048347173,3.68396411297529,2.08017742498229,5.12670971787953,12.2248526396934,0.441060360261653,490.94215064376,1.33708447175396,"CTV",""
"RfDBMDL","Guanidine","113-00-8","NC(N)=N",59.048347173,3.86539687150968,2.08462902033829,5.58265829992973,8.05027792833434,0.154365216306534,485.935609452191,1.01422464786631,"CTV",""
"RfDBMD","Guanidine","113-00-8","NC(N)=N",59.048347173,3.3568326110108,1.358551374558,5.29474509987503,25.96421129528,0.299545393919196,2586.16584157142,1.01422464786631,"CTV",""
"OSF","Guanidine","113-00-8","NC(N)=N",59.048347173,4.9683944802641,2.97955442915163,6.80212045224837,1.57465977872061,0.0161564776215963,107.377356139924,3.0640197286529,"CTV",""
"CPV","Guanidine","113-00-8","NC(N)=N",59.048347173,4.90785983333332,2.93005133333332,6.95861909999999,1.3697839953756,0.0144159606302371,153.961223699061,2.14049254328195,"CTV",""
"RfC","Guanidine","113-00-8","NC(N)=N",59.048347173,7.83514233333331,5.44141464999998,9.85399718333332,0.000863108537358083,8.26438541166553e-06,0.213694377563941,2.23015497739797,"CTV",""
"IUR","Guanidine","113-00-8","NC(N)=N",59.048347173,4.04911449999999,1.66450034166666,5.91323019999999,0.189629873027287,0.000782154585777839,13.8682752992016,3.925649223935,"CTV",""
